Textos_espanol,sdg
los directores de escuela también recibieron un cuestionario de 30 minutos que cubría el sistema escolar y el entorno de aprendizaje en algunos países y economías se distribuyeron cuestionarios opcionales a los padres a quienes se les pidió que proporcionaran información sobre sus percepciones y participación en la escuela de sus hijos su apoyo para el aprendizaje en el hogar y las expectativas profesionales de sus hijos particularmente en matemáticas los países podrían elegir otros dos cuestionarios opcionales para los estudiantes uno preguntaba a los estudiantes sobre su familiaridad con las tecnologías de la información y la comunicación y su uso y el segundo buscaba información sobre su educación hasta la fecha incluidas las interrupciones en su educación y si se están preparando para la educación y cómo lo están haciendo una futura carrera,4
destaca y explora las relaciones y roles jerárquicos y desiguales entre hombres y mujeres el valor desigual que se le da al trabajo de las mujeres y el acceso desigual de las mujeres al poder y la toma de decisiones así como a la propiedad y los recursos la incorporación o integración de género ayuda a evaluar el impacto de diferentes leyes políticas y programas en grupos de hombres y mujeres como se explica en el recuadro a continuación es una estrategia para hacer de las preocupaciones y experiencias de mujeres y hombres una dimensión integral del diseño implementación monitoreo y evaluación de políticas y programas en todas las esferas políticas económicas y sociales para que mujeres y hombres se beneficien por igual y no se perpetúe la desigualdad  el objetivo final es lograr la igualdad entre hombres y mujeres,5
pero las personas que se ven a sí mismas como candidatas para las profesiones y se sienten atraídas por las condiciones de trabajo que disfrutan los profesionales podrían no encontrar lo que buscan en las escuelas que utilizan la gestión burocrática para dirigir el trabajo de los docentes las campañas en los medios para mejorar la imagen de la profesión al resaltar su importancia para la nación su sofisticación y complejidad y el entusiasmo intelectual que puede generar también pueden ayudar los países que deseen ampliar la gama de antecedentes y experiencias de los docentes podrían concentrarse en promover los beneficios de una carrera docente entre los grupos que están subrepresentados en la fuerza docente como los hombres y las personas pertenecientes a minorías esto tiene como objetivo garantizar que todas las escuelas tengan acceso a maestros efectivos y un equilibrio de maestros experimentados y principiantes la autoridad educativa local decide la asignación de maestros a las escuelas y las reglas exactas que se siguen pueden diferir,4
la distribución desigual de las responsabilidades familiares y domésticas significa que cuando los servicios públicos como la salud el cuidado de los niños el agua y el saneamiento se recortan o se vuelven menos asequibles por lo general son las mujeres y las niñas las que llenan el vacío resultante dedicando más tiempo al cuidado no remunerado y al trabajo doméstico trabajo ver capítulo 6 finalmente debido a que las mujeres tienen más probabilidades de ser empleadas en el sector público se ven particularmente afectadas por los recortes de personal y salarios en este sector en el reino unido el womens budget group ha denunciado repetidamente la naturaleza regresiva de la consolidación fiscal que se basa en recortes de gastos en lugar de aumentos de impuestos y cuantificó el costo que los recortes presupuestarios tienen para las mujeres y niñas más desfavorecidas del país,5
cinco de estos se ofrecen en universidades regionales bajo el consejo de educación superior ort braude tel hai sakhnin western galilee y sefad colleges persisten las brechas socioeconómicas entre los grupos de población y las disparidades entre galilea y el centro de israel israel necesita una estrategia política continua y concertada la política debe garantizar que la infraestructura educativa que se ofrece a todos los niños árabes y judíos incluidas cuestiones como el tamaño de las clases las instalaciones educativas en todos los niveles los estándares básicos en inglés matemáticas y ciencias sea de un nivel similar,4
luego examina la educación y formación profesional en suecia centrándose en los programas de formación basados en el lugar de trabajo y la orientación profesional en la escuela finalmente da una visión general de los servicios sociales ofrecidos en la escuela y la coordinación de estos servicios hasta la edad de 16 años todos los estudiantes aprenden juntos en una escuela integral sin seguimiento ni repetición de grado,4
es más probable que los padres que abusan de las drogas vivan en hogares en los que familiares amigos y extraños también consumen drogas lo que expone a los niños a posibles daños emocionales y físicos además los niños que tienen que ser retirados de tales entornos tienen más probabilidades de participar en delitos consumo de drogas y delincuencia el uso indebido de drogas es motivo de especial preocupación entre los niños de la calle en todo el mundo,3
la ue15 comprendía los siguientes 15 países austria bélgica dinamarca finlandia francia alemania grecia irlanda italia luxemburgo países bajos portugal españa suecia y el reino unido fuente oecd health data 2010 y rosstat tomadas individualmente las diferentes categorías de ent y lesiones constituyen las diez principales causas de muerte en la federación rusa y representan el 90 de las muertes en la población rusa en su conjunto rosstat 2008 las tasas de mortalidad estandarizadas smr por sus siglas en inglés por enfermedades cerebrovasculares y cardiopatías isquémicas son el doble del promedio de la ocde y diez veces mayores que las de los países de la ocde con mejor desempeño figura 33,3
una persona que sufre de burnout ya no logra superar los eventos estresantes cotidianos y experimenta fatiga emocional sin embargo es difícil estimar la prevalencia del agotamiento en la población ya que por ejemplo puede ser difícil distinguirlo de la depresión el trastorno por déficit de atención con hiperactividad por otro lado ocurre entre el 3 y el 6 de los niños en edad escolar y los niños padecen este estado de 2 a 3 veces más a menudo que las niñas,3
si bien es un concepto importante no ha sido utilizado ampliamente por los órganos creados en virtud de tratados por ejemplo aunque como hemos visto se hace mucho hincapié en la importancia de la igualdad de remuneración por un trabajo de igual valor para mujeres y hombres rara vez se hace explícito que la remuneración de las mujeres debe aumentar a la de los hombres en las últimas décadas ha habido una fuerte oposición a tales restricciones por considerar que violan el principio de igualdad sin embargo esto ha llevado a dos respuestas bastante contradictorias el comité cedaw ha alentado a austria a garantizar que se incluyan medidas de nivelación en su legislación contra la discriminación comité cedaw austria op,5
este nuevo sistema de apoyo a la mejora escolar busca desarrollar la capacidad de las escuelas y los proveedores escolares para la autosuperación y hacer un mejor uso de pei y pme con este fin también busca establecer el pme como una herramienta más independiente de la sep y los requisitos de rendición de cuentas relacionados otro desarrollo positivo es que gracias a los programas de financiamiento focalizado en la forma de la sep y el programa de integración escolar pie las escuelas tienen recursos adicionales para contratar personal de apoyo al aprendizaje que apoye a los maestros en su trabajo y brinde apoyo a los estudiantes dentro de las escuelas,4
la asistencia por exceso de edad como resultado de la repetición de grado yo el ingreso tardío corre el riesgo de reducir la participación en la educación unesco 20167 para todos los demás países con datos disponibles esta proporción oscila entre 0 y 5 figura bl a en el último grado de educación secundaria inferior esta proporción aumenta en la mayoría de los países y se duplica en promedio en la ocde del 2  al 4  hasta el último grado de educación secundaria inferior para argentina en 10 puntos porcentuales costa rica en 14 puntos porcentuales luxemburgo en 12 puntos porcentuales y españa en 8 puntos porcentuales mientras que disminuye sustancialmente para hungría en 7 puntos porcentuales destacando una alta tasa de deserción y una caída en las tasas de matrícula para jóvenes de 15 a 19 años,4
a continuación se propone una síntesis de país con el fin de resaltar la coherencia de la política nacional en la materia dicha coherencia se construye sobre la fuerza de las asociaciones que existen entre los niveles 2 3 y 4 la siguiente tabla resume el contenido de las recomendaciones y especifica si existe un diploma relacionado con el campo de los usos de las tic en la educación el caso de cada país se describe específicamente en los siguientes párrafos,4
entonces los maestros saben que el enfoque más fácil para ellos puede ser simplemente esperar a que pasen los intentos de reforma lo que es más importante existe una brecha sustancial entre el momento en que se incurre en el costo inicial de la reforma y el momento en que es evidente si los beneficios de la reforma realmente se materializarán si bien el tiempo complica la política de reforma en muchos dominios parece tener un mayor impacto en la reforma educativa donde los retrasos suelen implicar muchos años es un largo camino hacia la implementación exitosa de la reforma el fracaso a menudo está a solo un pequeño paso de distancia como resultado el ciclo político puede tener un impacto directo en el momento alcance y contenido de la reforma educativa la reforma educativa se convierte en una tarea ingrata cuando se realizan elecciones antes de que se realicen los beneficios de la reforma,4
este capítulo describe su demografía economía gobierno y en particular su sistema educativo incluidos los recientes esfuerzos y desafíos de reforma ha sido gratuito desde 2009 y las tasas de participación ahora son altas con una educación preescolar y primaria casi universal los esfuerzos de reforma para descentralizar la administración y aumentar la calidad de su educación para cumplir objetivos de desarrollo más amplios han tenido menos impacto y aún quedan desafíos por resolver en cuanto a eficacia eficiencia y equidad,4
ningún país de la región ha identificado a las mujeres empresarias como un grupo objetivo específico un factor explicativo puede ser que las políticas para las pyme se centraron inicialmente en los sectores industriales donde las mujeres están en gran medida ausentes en la última parte de la década las políticas para las pyme se han aplicado de manera más general a todos los sectores de la actividad económica,5
además las unidades de género pueden desempeñar un papel importante en la capacitación de sensibilización sobre género así como en la capacitación sobre cómo evitar el sesgo de género en la recopilación de datos a través de sus contactos con los mecanismos nacionales para la mujer y las organizaciones no gubernamentales las unidades de género y los puntos focales de género pueden facilitar la comunicación entre los productores y algunos de los usuarios finales de las estadísticas de género naciones unidas 2006 estas unidades pueden brindar información a los usuarios y ayudarlos a comprender los usos de las estadísticas existentes el desarrollo de materiales metodológicos sobre estadísticas de género tiene una historia bastante corta,5
la tarea de administrar la infraestructura es particularmente difícil ya que la capacidad de la junta escolar así como la capacidad de recaudar fondos de la comunidad local es a menudo menor en las áreas rurales mientras que muchos edificios escolares están en muy malas condiciones ya que la mayoría de ellos fueron construido entre los años 50 y 70 las cien escuelas primarias con el desempeño más bajo del país medido por los niveles de repitencia y deserción tienen menos de 50 alumnos y están ubicadas en su mayoría en zonas rurales fuera del área de la capital pen 2013 también hay indicios de que los estudiantes de escuelas primarias pequeñas tienen menos probabilidades de hacer la transición a la escuela secundaria,4
en segundo lugar la enseñanza para el examen enfatiza la memorización y un enfoque más pasivo del aprendizaje ya que los maestros pasan más tiempo desarrollando estrategias para tomar exámenes en lugar de cultivar las habilidades de resolución de problemas de los estudiantes kellaghan et al al involucrar a los maestros en el desarrollo e implementación de pruebas estandarizadas y capacitar a los maestros sobre cómo usar y analizar de manera efectiva los resultados de las pruebas puede haber menos riesgo de enseñar para la prueba sin embargo los incentivos adjuntos a los resultados de las pruebas deben construirse cuidadosamente para evitar motivar comportamientos estratégicos como enseñar para la prueba la investigación es mezclados en cuanto a cómo promover de manera efectiva comportamientos positivos como resultado de incentivos mientras se reducen los comportamientos negativos,4
por el contrario las mujeres en el sector informal experimentan una penalización salarial por maternidad estadísticamente significativa en todas las especificaciones encontramos que la penalización salarial no es igual para todas las madres ya que tener más hijos aumenta la penalización estimada 78 para un hijo 155 para dos hijos y 263 para tres o más hijos las estimaciones del coeficiente para la penalización salarial por maternidad según se informa en el cuadro 3 parecen ser relativamente estables en el tiempo mostrando una penalización más alta en el período anterior al shock 101  frente a 57  para un hijo 164  frente a 131  para dos hijos y 273 versus 260 para tres o más hijos los coeficientes estimados asociados con la maternidad y los hijos no son significativos en todas las regresiones del sector formal al igual que en los resultados de ols las trabajadoras del sector formal no experimentan penalizaciones salariales por maternidad estadísticamente significativas a lo largo del período de tiempo completo de los datos dos especificaciones diferentes de la maternidad una por el número de hijos y otra por su edad no muestran sanciones salariales significativas para las madres que trabajan en el sector formal,5
las mujeres representan menos del 20  de los ingresantes en programas de informática de nivel terciario en los países de la ocde y solo alrededor del 18  de los ingresantes en ingeniería y mientras menos del 05  de las niñas desea ser profesional de las tic casi el 5  de los niños lo desea desde que el consejo de la ocde adoptó la recomendación de género de la ocde muchos países han tomado nuevas medidas o han reforzado las existentes para aumentar la participación de grupos subrepresentados que incluyen mujeres y niñas en estudios y ocupaciones stem,5
algunos países han adaptado estas preguntas a su contexto local incluyendo diferentes circunstancias como si gasta demasiado dinero si desobedece si le es infiel si lo insulta si descuida las tareas del hogar si le falta el respeto suegros y si habla de la necesidad de protegerse contra el vihsida la encuesta multipaís de la oms sobre la salud de la mujer y la violencia doméstica midió las actitudes de las mujeres hacia la violencia doméstica preguntándoles sobre las situaciones en las que creen que un hombre tiene una buena razón para golpear a su esposa incluidas situaciones en las que no completa las tareas del hogar desobedece a su marido o se niega a tener relaciones sexuales con él un segundo conjunto de preguntas abordó las situaciones en las que las mujeres creen que una mujer tiene derecho a negarse a tener relaciones sexuales con su esposo incluidas situaciones en las que ella no quiere él está borracho ella está enferma o él la está maltratando  garcíamoreno y otros 2005,5
en la mayoría de los países las políticas monetarias se enfocan casi exclusivamente en cumplir metas de inflación muy bajas que se logran elevando las tasas de interés para evitar que los precios aumenten más rápidamente40 las tasas de interés altas ralentizan la actividad económica al encarecer y hacer menos accesible el crédito reduciendo compras de los consumidores y elevando el costo de financiar las inversiones productivas todos estos factores reducen la demanda de mano de obra investigaciones recientes han demostrado que el empleo de las mujeres ha disminuido más rápido que el de los hombres en una variedad de países en desarrollo incluidos brasil colombia costa rica filipinas y la república de corea que están experimentando reducciones en la inflación asociadas con políticas monetarias restrictivas41 en países que mantienen un entorno monetario menos restrictivo tales desigualdades de género son menos evidentes,5
la gran cantidad de maestros y líderes escolares se debe a la proporción significativa de escuelas de clase pequeña en el país y las estrictas normas de dotación de personal la gran cantidad de personal reduce los presupuestos escolares crea rigideces y desplaza las inversiones en otras áreas alrededor del 93 del gasto escolar en las escuelas rurales se dedica a la remuneración del personal esto significa que los presupuestos son muy ajustados y que los directores tienen un margen de maniobra muy limitado para administrar los recursos de manera más eficiente o invertir en actividades de desarrollo escolar en particular la gran cantidad de personal desalienta mejoras en su remuneración que se considera baja en kazajistán aunque la complejidad de la estructura salarial docente dificulta su análisis la definición del tamaño de las clases es una compensación recurrente que tiene un gran impacto en el gasto debido a la naturaleza intensiva en mano de obra de la educación las clases pequeñas requieren una gran cantidad de docentes mientras que las clases más grandes pueden liberar recursos para mejorar la calidad de la enseñanza,4
aquí nuevamente el debate está abierto cabe mencionar aquí al menos tres implicaciones desde la primera propuesta para instituir un salario familiar hasta el extremo de exigir la implementación de un salario de ama de casa el debate es amplio controvertido y continuo recientemente como consecuencia del impulso que ha ido cobrando el tema en el debate de políticas públicas algunos países han incorporado componentes a las reformas de la seguridad social que buscan no necesariamente remunerar el trabajo de cuidado no remunerado sino compensar a las mujeres por los ingresos que pierden a lo largo del tiempo el ciclo de vida asumiendo estas responsabilidades,5
esto se refleja en el sistema educativo que se caracteriza por un extenso sistema de planificación y normas kazajstán utiliza la planificación estratégica nacional para establecer ampliamente una visión del país pero también para regular todos los aspectos del sistema educativo a nivel central una serie de estrategias y documentos de planificación en particular el programa estatal para el desarrollo de la educación en la república de kazajstán para 201120 sped garantizan la coherencia y guían la formulación de políticas,4
por ejemplo en polonia más del 60  de los mandos intermedios son mujeres la proporción de mujeres en puestos de alta dirección en el servicio público supera el 47 7 en canadá la representación de mujeres en los niveles gerenciales intermedios ex menos 1 y ex menos 28 está aumentando gradualmente y las mujeres constituyen el 382  en los niveles ex menos 1 y el 472  en los niveles ex menos 2 en 2011 treasury board of secretaría de canadá 2011 en australia donde siete de cada diez parlamentarios federales y estatales son hombres y esto no ha cambiado en los últimos diez años la situación en el servicio público está mejorando ha aumentado la proporción de mujeres en puestos de dirección media y alta del 35 en 2002 al 46 en 2012 oficina de estadística de australia enero de 2013,5
los médicos seleccionados como tratante médico reciben un pago anual adicional por pacientes diagnosticados con ald este pago cubre la coordinación asistencial necesaria para implementar protocolos asistenciales específicos el protocolo de atención de un paciente enumera todos los servicios médicos y paramédicos necesarios para un tratamiento integral e identifica automáticamente los servicios por los cuales los pacientes están exentos de copago en casi todos los casos esta función de coordinación la cumplen los médicos de cabecera,3
en general las mujeres dedican más de una hora más al trabajo remunerado y no remunerado que los hombres la doble carga lo que las deja con menos tiempo para el cuidado personal incluido el sueño y el ocio al igual que en los países de la ocde las mujeres tienen entre 40 y 50 minutos menos de tiempo libre que los hombres en todos los países con la excepción de bangladesh a medida que aumenta el pib disminuye el tiempo que mujeres y hombres dedican al trabajo de cuidados no remunerado,5
sin embargo las diferencias en definiciones fuentes y métodos podrían desdibujar las comparaciones internacionales además todavía faltan datos para muchos de estos indicadores para un tercio o más de los países de la ocde a modo de ilustración los datos sobre las tasas de supervivencia para cánceres seleccionados están disponibles para el mismo año para en el mejor de los casos 11 países,3
los municipios también son responsables de cumplir con el derecho a un lugar en el jardín de infancia para todos los niños a partir de 1 año de edad las instituciones terciarias son en su mayoría autónomas en sus decisiones incluidas aquellas sobre cómo asignan los recursos noruega cuenta con una financiación generosa en todos los niveles del sistema educativo las instituciones educativas públicas y privadas de todos los niveles obtienen la mayor parte de su financiación de fuentes públicas y la educación pública es gratuita excepto en el nivel preescolar donde los padres deben pagar algunas tasas,4
las mujeres representan 1100 millones de personas de la commonwealth y forman el mayor número de votantes en cualquier elección sin embargo son las menos representadas en los procesos políticos y de gobierno además estos legados políticos han creado una cultura de aferrarse al poder sin oportunidades para preparar nuevos líderes el nepotismo abunda y la transferencia del poder ha visto la devolución a los familiares una forma de monarquía política como resultado muchas mujeres siguen siendo desafiadas por estos factores limitantes que obstaculizan persistentemente su participación además algunos países de la commonwealth han incorporado a las mujeres en la toma de decisiones al reconocer su abrumadora contribución en las luchas de liberación las guerras civiles yo las políticas de protesta en mozambique namibia ruanda sierra leona y sudáfrica dejando de lado la excelencia académica como criterio o garantía de participar en la gobernanza,5
pero siempre fuimos conscientes de cuántas otras personas estaban sufriendo así que eso significaba no solo que tengo suficiente para alimentarme sino que puedo vivir una vida con un propósito la cultura ha cambiado dice ella  las mujeres pueden trabajar y cuidar de sà mismas y no necesitan depender de sus maridosâ los anticonceptivos están disponibles prácticamente en todas las tiendas de la esquina ,5
los datos son recopilados por la organización mundial de la salud oms anualmente y muestran un crecimiento sólido y lineal durante el período 20032013 el crecimiento del número de instituciones conectadas ha crecido un impresionante 600 por ciento desde una línea de base original en 2003 de 792 instituciones conectadas a 5 584 a finales de 2013 el seguimiento de la adopción de estrategias de esalud se propone como otra fuente de datos una estrategia de esalud puede ser un buen indicador de la opinión de un gobierno sobre la importancia de la esalud y el papel que desempeñará en el fortalecimiento del sector de la salud incluida la creación de conectividad el observatorio mundial de esalud de la oms informa que el número de países con estrategias de esalud muestra un aumento constante en 2009 55 países indicaron que tenían estrategias de esalud y en 2013 este número aumentó a 85,3
también dejan en claro que las escuelas desfavorecidas necesitan más apoyo para que puedan comenzar a considerar las diferencias étnicas como un recurso para el aprendizaje en lugar de un obstáculo para el aprendizaje ocde 2015b identificar la relación entre la educación preescolar y el desempeño escolar posterior es un desafío porque la asistencia a la educación preescolar a menudo se correlaciona con la ventaja socioeconómica cuando los niños desfavorecidos ingresan al preescolar ya van a la zaga de los niños favorecidos porque es probable que hayan tenido menos oportunidades de jugar en casa para explorar patrones formas y relaciones espaciales comparar magnitudes y contar objetos,4
el censo abarcó únicamente a los docentes que trabajaban en instituciones públicas mantenidas por la administración nacional de educación pública anep por lo tanto los datos de educación inicial y preprimaria no incluyen a los docentes de las escuelas administradas por el ministerio de educación y cultura mec y por el instituto de la niñez y la adolescencia del uruguay inau también los datos sobre programas técnicoprofesionales incluyen a los docentes en programas de nivel terciario una proporción menor de los programas supervisados por el cetp en la educación primaria pública el tamaño promedio de las clases ha disminuido en la última década a 24 estudiantes en 2012,4
enfatiza la centralidad del conocimiento y el aprendizaje y tiene como objetivo promover la inclusión la coherencia y la flexibilidad en la práctica educativa también destaca la importancia de la adaptabilidad la audacia y la concienciación sobre cuestiones de sostenibilidad medioambiental como aspectos fundamentales del enfoque educativo del siglo xxi esto incluye la expectativa de que el ciudadano desarrolle pensamiento crítico autoconciencia autonomía y responsabilidad las personas deben poder hacer frente a la incertidumbre en un mundo que cambia rápidamente utilizar las habilidades que han desarrollado continuar aprendiendo durante toda la vida y deben respetar los principios fundamentales de la sociedad democrática y los derechos garantías y libertades en los que se basa  estos incluyen responsabilidad e integridad excelencia y altos estándares curiosidad reflexión e innovación ciudadanía y participación y libertad estos incluyen el uso de lenguajes y textos información y comunicación razonamiento y resolución de problemas pensamiento crítico y creativo relaciones interpersonales autonomía y desarrollo personal bienestar salud y medio ambiente sensibilidadconciencia estética y artística científica técnica y conocimientos tecnológicos y conciencia y dominio del cuerpo,4
en los países de la ocde un estudiante con más ventajas socioeconómicas obtiene 39 puntos más en matemáticas el equivalente a casi un año de escolaridad que un estudiante con menos ventajas en portugal la diferencia de rendimiento en matemáticas es de 35 puntos junto con chile hungría luxemburgo y la república eslovaca la relación en portugal entre desempeño y estatus socioeconómico está significativamente por encima del promedio de la ocde ocde 2014a la posición de portugal contrasta con la de italia que por ejemplo mostró un nivel de desempeño y una mejora en los resultados de pisa similares a los de portugal entre 2003 y 2012 ver figura 9,4
las políticas de desarrollo pueden basarse en este principio para promover la difusión de buenas prácticas dentro de las redes profesionales de mujeres agricultoras y comerciantes de la región al modificar la arquitectura de las relaciones sociales su objetivo es incrementar el capital social de los individuos resultante de la combinación de vínculos internos a una comunidad y vínculos externos con otros grupos sociales más diversos desde el punto de vista geográfico étnico religioso o identitario vista walther 2015 la incorporación de actores parece especialmente adecuada para el caso de sectores agrícolas como el arroz en los que las mujeres están subrepresentadas,5
la correlación entre la desigualdad y los esfuerzos redistributivos es más fuerte especialmente en los países avanzados pero también se mantiene en los países en desarrollo nuevamente este documento respalda el principio de que una de las herramientas de redistribución más eficientes y fundamentales es la expansión de la inversión en educación los estudiantes de familias de bajos ingresos a menudo empiezan la escuela atrasados con respecto a sus compañeros de familias más acomodadas,4
los objetivos de la intervención a menudo eran nuevos para los docentes así como las rúbricas como herramienta pedagógica y algunas de las prácticas relacionadas por lo general los equipos que implementaron una sesión única sobre creatividad y pensamiento crítico estaban implementando una pedagogía exclusiva para la cual los maestros estarían acompañados consulte el capítulo 3 para una discusión más detallada de las pedagogías exclusivas sin embargo la capacitación fue más valiosa cuando consistió en varias sesiones realizadas a intervalos regulares y siguió incluyendo un enfoque en la creatividad el pensamiento crítico y los materiales del proyecto,4
sin embargo suponiendo que exista una brecha salarial por la cual las mujeres ganen salarios más bajos una segunda hipótesis es que la entrada de mujeres en la fuerza laboral reduce los salarios promedio y por lo tanto los costos de producción esto implica que la feminización contribuye al crecimiento pero que este efecto positivo puede verse acentuado por la existencia de desigualdades de género que luego pueden permanecer por los ahorros que permiten el resultado anterior podría ser una combinación de los efectos de estos dos factores pero los hallazgos discutidos anteriormente indican que durante el período bajo estudio el primer efecto superó al segundo excepto en el caso de brasil los efectos negativos de selección en la oferta laboral generados por la exclusión del mercado de trabajo de algunas personas que podrían estar participando en él y no lo están haciendo en este caso las mujeres se mantuvieron prácticamente invariables durante este período y de hecho tendieron a aumentar,5
sin embargo no todas estas mujeres están divorciadas o abandonadas por sus maridos pero sin duda son las que enfrentan problemas en su vida el hecho de que las mujeres no estén dispuestas a revelar que sus maridos las han abandonado les impide acudir a los organismos estatales en busca de asistencia ya que esto podría conducir a la pérdida de su estatus en la comunidad esto también se debe a su incapacidad para proporcionar documentos oficiales a las autoridades debido al hecho de que los matrimonios religiosos representan una alta proporción del número total de matrimonios oim 2009,5
en 19 de 30 países y economías más hombres que mujeres pudieron responder correctamente al menos cinco preguntas como lo indican las barras azules las diferencias de género en el conocimiento financiero registradas en la encuesta de 2011 como lo indican los rombos grises generalmente también favorecieron a los hombres entre los diez países para los que se dispone de datos comparables a lo largo del tiempo albania y polonia informaron una reducción estadísticamente significativa en las diferencias de género en el conocimiento financiero mientras que en los demás países las diferencias de género no han cambiado significativamente tabla 10a11 en el anexo 10 en línea a1 cuando se les preguntó cómo calificarían su propio conocimiento sobre asuntos financieros en comparación con otros adultos en su país los hombres son más propensos que las mujeres a reportar un conocimiento superior al promedio en 13 paíseseconomías de 30 incluso después de comparar hombres y mujeres con niveles similares de conocimiento financiero basado en pruebas,5
como lo demuestra la suscripción excesiva de los fondos de trapezia en el reino unido existe una oportunidad comercial y un margen para que los financiadores de capital satisfagan las necesidades de las mujeres empresarias ver el estudio de caso viii también es probable que tengan menos tiempo para realizar transacciones financieras debido a las demandas de tiempo de las responsabilidades familiares y de cuidado instituciones como dfcu group en uganda han reconocido este desafío de acceso y han posicionado sucursales amigables para las mujeres en lugares cercanos a donde hay grupos de mujeres empresarias y alinearon los horarios de operación de las sucursales para que se correspondan con los requisitos de este grupo de clientes  un número significativo de mujeres utiliza la banca por internet 41 por ciento en el reino unido y 29 por ciento en malta por ejemplo eurostat 2010,5
los documentos de políticas nacionales como las directrices curriculares nacionales tanto para la eapi como para la escuela primaria o el seguimiento de las transiciones como parte de las inspecciones pueden respaldar la calidad de las prácticas de transición y garantizar que la calidad sea más uniforme en diferentes entornos o escuelas las encuestas a los padres son la herramienta más común seguidas de los métodos de seguimiento de los niños por ejemplo carpetas informes de desarrollo infantil o evaluaciones del desarrollo,4
en atención primaria estos se enfocan principalmente en la estructura física del edificio y la disponibilidad de equipos clínicos y medicamentos de emergencia y hay un número limitado de estándares relacionados con la actividad turquía se ha embarcado en un ambicioso programa para traducir un extenso conjunto de guías clínicas escritas por la sociedad médica finlandesa sin embargo existen dificultades para incorporar un gran número de directrices a la vez y en particular para cambiar la práctica a través de directrices con poco sentido de propiedad local o participación durante el desarrollo,3
la reciente crisis del ébola en áfrica occidental no hace más que subrayar el imperativo de abordar colectivamente los problemas no solo de acceso sino también de innovación véase el recuadro 1 de hecho por tales razones el objetivo de desarrollo del milenio odm 8 incluyó un enfoque en mejorar el acceso a medicamentos esenciales asequibles en los países en desarrollo el banco mundial por ejemplo estimó una pérdida de alrededor del 12 por ciento del producto interno bruto para estos tres países más afectados en 2015b la crisis del ébola ha subrayado la necesidad urgente de intensificar la acción internacional y nacional para mejorar el acceso a la atención médica y medicinas,3
por ejemplo menos de la mitad de los niños en edad de asistir a la escuela primaria en sudán del sur asistían a la escuela en 2015 solo alrededor de un tercio de las niñas asistían a la escuela se observan niveles igualmente bajos de matriculación en la escuela primaria en países como la república democrática del congo y liberia el coeficiente de gini es una medida de la distribución del ingreso en un país y es la medida más utilizada de la desigualdad del ingreso el gráfico sugiere que los países con estructuras de edad jóvenes son generalmente más desiguales en términos de ingresos,4
los defensores de la teoría del desencanto por el empleo argumentan que las mujeres son infelices porque su avance profesional está bloqueado los teóricos de la movilidad bloqueada ilustraron esto con los factores techo de cristal still 1997 wirth 2001 puertas de cristal y suelo pegajoso still 1997 los investigadores en emprendimiento étnico agregaron el techo de acento collins et al mientras que techo de cristal se refiere a las barreras para el avance profesional de las mujeres piso pegajoso se refiere a la ausencia de movimiento profesional más allá del trabajo de entrada inicial mientras que el techo de acentose refiere a la discriminación racial que bloquea a las mujeres inmigrantes en el mercado laboralen segundo lugar la vida empresarial atrae cada vez a más jóvenes solteras,5
arrojar luz sobre algunos de los detalles de esa imagen puede ayudar al diseño y focalización de políticas para abordar los daños asociados con el consumo de alcohol los resultados de los análisis del consumo de alcohol en 20 países de la ocde se presentaron en las secciones anteriores de este documento los análisis se realizaron sobre la base de datos de consumo de alcohol a nivel individual de varias oleadas de encuestas nacionales de salud y estilo de vida e incluyeron la identificación de tendencias a lo largo del tiempo en el consumo general de alcohol y en medidas de consumo de alcohol peligroso y episódico intenso así como regresión análisis basados en las disparidades sociales en los patrones de consumo de alcohol y el cálculo de índices de concentración para países individuales,3
se están realizando esfuerzos integrales para aumentar el atractivo de la efp incluidos cambios en la gobernanza de las escuelas de efp que fortalecerán la participación de la comunidad y la colaboración empresarial mejoras en la fuerza laboral de capacitación vocacional a través de la educación profesional continua inversiones a gran escala en una red nacional de centros de capacitación práctica sectorial que proporcionar instalaciones de última generación para la formación profesional información mejorada sobre los resultados del mercado laboral a través de un nuevo sistema de información de recursos humanos y esfuerzos para aclarar la base legal de los aprendizajes y proporcionar subsidios a los empleadores para que los empleadores puedan crear más oportunidades de aprendizaje la evidencia preliminar sugiere pocos avances para aumentar el atractivo de la efp para estudiantes o empleadores implementar el sistema de seguimiento de recursos humanos recientemente autorizado y utilizarlo para proporcionar evidencia de los beneficios de vet a los futuros estudiantes aumentar la capacidad escolar y los incentivos para la formación de aprendices y aclarar el alcance de los incentivos de los empleadores para la creación de contratos de aprendizaje,4
en sierra leona por ejemplo los proyectos comenzaron con una evaluación de las actitudes relacionadas con los estereotipos de género en torno al saneamiento a partir de la información recabada se organizaron jornadas de sensibilización para abordar las actitudes frente a los trabajos considerados de mujeres y niñas como limpiar letrinas lavar ropa y platos barrer ir a buscar agua y asear y vestir a los niños la provisión de servicios sociales adecuados y asequiblesen particular salud agua y saneamiento y atenciónes esencial para reducir las demandas de las mujeres del trabajo doméstico y de cuidados no remunerado y por lo tanto aumentar su probabilidad de obtener acceso a una educación o a un ingreso de su bolsillo propio el crecimiento y la institucionalización de programas de transferencias monetarias a gran escala y de pensiones no contributivas especialmente en algunos países de ingresos medios son un avance alentador para las mujeres,5
